ordId;question;Comments;CorrectAnswer;a;b;c;sound;photo;questionId
226;Ce signal interdit l'accès aux voitures;Définition du signal : rue cyclable;B;Oui;Non;;8306.mp3;;8306
227;Parmi ces accessoires, lequel doit se trouver à bord de mon véhicule ?;Les accessoires obligatoires sont : trousse de secours, extincteur et triangle de danger.;C;Un cric;Une roue de secours;Une trousse ou une boite de secours;9036.mp3;;9036
228;A quelle condition doit satisfaire la copie de la plaque d’immatriculation fixée à l’avant ?;Afin d’améliorer la visibilité du véhicule la nuit.;A;Etre rétro réfléchissante;Avoir des caractères d’au moins 10 cm;Avoir des caractères blancs sur fond rouge;9037.mp3;;9037
229;Afin d’offrir une protection optimale, la distance entre la tête et l’appuie-tête ne peut pas excéder;Le moins de distance possible.;A;5 cm;10 cm;25 cm;9038.mp3;;9038
230;Dans un virage, afin de résister à la force centrifuge;En laissant le pied gauche à gauche de la pédale d’embrayage, vous serez plus stable dans le véhicule.;B;Je serre le volant;J’exerce une pression du pied gauche sur le repose-pied;J’utilise la poignée se trouvant au plafond;9039.mp3;;9039
231;Puis-je dépasser cette voiture par la droite en empruntant le trottoir ?;Vous ne pouvez jamais circuler sur un trottoir.;B;Oui;Non;;9040.mp3;;9040
232;Ce signal routier concerne;Pour tous les véhicules ou trains de véhicules.;B;Uniquement les conducteurs de véhicules affectés au transport de choses;Tous les conducteurs;;9041.mp3;;9041
233;Pour dépasser sur autoroute;Commencez par surveiller la situation derrière vous afin de ne pas effrayer un conducteur qui serait en train de vous dépasser.;A;Je commence par regarder le rétroviseur;Je commence par faire fonctionner l’indicateur de direction;;9042.mp3;;9042
234;Je peux stationner au-delà de ce signal;Ce signal indique la fin de la zone où le stationnement est interdit.;A;Oui;Non;;9043.mp3;;9043
235;Ce véhicule est correctement placé pour tourner à droite;Toute circulation est interdite sur une piste cyclable.;B;Oui;Non;;9044.mp3;;9044
236;Le jour de l’examen pratique, rouler trop lentement peut entraîner un échec;Circuler à une vitesse anormalement réduite constitue une infraction.;A;Oui;Non;;9045.mp3;;9045
237;Ce témoin attire mon attention sur;Témoin de pression d’huile.;C;Un manque de liquide de refroidissement;Une température du liquide de refroidissement trop élevée;Une pression d’huile trop basse;9046.mp3;;9046
238;Ce témoin indique un problème au niveau du liquide de refroidissement. Quel est le problème ?;Température trop élevée. Cela peut cependant être du à un niveau trop bas, mais aussi à une panne du circulateur, du ventilateur, etc.;C;Le niveau est trop bas;Le niveau est trop haut;La température est trop élevée;9047.mp3;;9047
239;En étant titulaire d’un permis de conduire provisoire, il est autorisé;Vous pouvez circuler partout en Belgique.;B;De conduire à l’étranger;De conduire sur autoroute;De conduire avec une remorque;9048.mp3;;9048
240;Cette lampe indique le fonctionnement;Cette lampe signale le fonctionnement des feux de route.;B;Des feux de croisement;Des feux de route;Des feux de brouillard avant;9049.mp3;;9049
241;Lors d’un fort ralentissement, je peux faire fonctionner simultanément tous les indicateurs de direction;Il s’agit d’une situation de détresse.;A;Oui;Non;;9050.mp3;;9050
242;Ce signal interdit le passage aux voitures;Définition du signal : fin de route pour automobiles.;C;Oui;Oui, ainsi qu’aux camions et autocars;Non;9051.mp3;;9051
243;Mon véhicule est équipé d’un ABS. La distance nécessaire pour m’arrêter est;Avec ou sans ABS, la distance d’arrêt est plus longue sur une route humide.;B;Plus longue lorsque la route est sèche;Plus longue lorsque la route est humide;La même que la route soit sèche ou humide;9052.mp3;;9052
244;Cette bande de couleur rouge réserve la circulation aux cyclistes et cyclomoteurs à deux roues;Ce n’est pas une piste cyclable. Cette bande rappelle simplement aux conducteurs de faire attention aux cyclistes et cyclos.;B;Oui;Non;;9053.mp3;;9053
245;Le deuxième chiffre du code ( 70 ) indique;Le rapport entre la largeur et la hauteur en pourcent.;C;La largeur de la bande de roulement;La taille de la jante;Le rapport entre la largeur et la hauteur;9055.mp3;;9055
246;Accident avec blessé sur autoroute. Traverser l’autoroute pour porter secours aux blessés est;Interdit car beaucoup trop dangereux.;C;Autorisé;Autorisé s’il n’y a pas trop de trafic;Interdit;9057.mp3;;9057
247;A droite, près du bord;Tout ce qui n’est pas interdit est autorisé.;A;Je peux stationner;Je peux seulement arrêter;Je ne peux ni stationner ni arrêter;9058.mp3;;9058
248;En cas d’aquaplanage, le bon comportement consiste à;Lâcher le frein et enfoncez l’embrayage afin de supprimer toute contrainte aux roues.;B;Freiner;Ne pas freiner et débrayer;Rétrograder et embrayer;9059.mp3;;9059
249;Ce signal, complété par le panneau additionnel, signifie;Céder le passage à tous les conducteurs. Le panneau additionnel attire l’attention sur les cyclistes qui peuvent venir des deux côtés.;B;Céder le passage uniquement aux cyclistes venant de droite;Céder le passage à tous les conducteurs venant de droite;Les cyclistes doivent céder le passage à droite;9061.mp3;;9061
250;Accident sans blessé. Je dois montrer ma carte d’identité;Chacun a le droit de voir la carte d’identité des autres personnes impliquées dans l’accident.;C;Uniquement à un agent qualifié;A toutes les personnes qui me le demandent;A toutes les personnes impliquées dans l’accident qui me le demandent;9062.mp3;;9062
251;Mon véhicule est correctement stationné. Un agent qualifié peut me demander de le déplacer;Ce sera le cas, par exemple, lorsque la rue doit être dégagée pour une manifestation.;B;Oui;Oui et si je refuse, il peut faire appelle à une dépanneuse;Non;9065.mp3;;9065
252;Mon temps de réaction sera plus long lorsque;Si la distance de réaction augmente avec la vitesse, le temps de réaction est plutôt influencé par la fatigue, la drogue et l’alcool.;A;Je suis fatigué;Il y a du brouillard;Je roule vite;9066.mp3;;9066
253;Accident. Un blessé saigne à l’avant bras. Je vérifie qu’il n’y a pas d’objet dans la plaie et;Poser un garrot nécessite une formation. Le mieux est de mettre une compresse et de comprimer la plaie pour arrêter l’hémorragie.;C;Je pose un garrot à l’avant bras;Je pose un garrot sur le haut du bras;Je comprime la plaie;9067.mp3;;9067
254;Ce signal lumineux pour véhicule de transport en commun est l’équivalent d’un feu;Ce feu s’allume à la même place que les autres signaux lumineux : rouge au-dessus, orange au milieu et vert en bas.;C;Rouge;Orange;Vert;9068.mp3;;9068
255;Les sculptures des pneus servent à;L’eau pénètre dans les sculptures et est évacuée.;C;Augmenter la surface de contact;Eviter les crevaisons;Evacuer l’eau pouvant se trouver sur la route;9069.mp3;;9069
256;Lorsque je désire changer de bande vers la gauche;Le rétro de gauche ne vous permet pas de voir tout ce qui se passe sur votre gauche. Evitez cependant de vous retourner trop longtemps;B;Il suffit de surveiller le rétro de gauche;Il est nécessaire de tourner la tête pour vérifier l’angle mort;Tourner la tête pour vérifier l’angle mort est déconseillé;9070.mp3;;9070
257;Le certificat de conformité est un document par lequel;Le certificat de conformité est établi par le constructeur.;A;Le constructeur atteste que mon véhicule est conforme;L’organisme de contrôle technique atteste que mon véhicule est conforme;L’assurance atteste que mon véhicule est conforme;9072.mp3;;9072
258;Le permis de conduire provisoire ne permet pas de conduire;Interdit la nuit du vendredi au samedi, du samedi au dimanche, du dimanche au lundi ainsi que la veille d’un jour férié et le jour férié entre 22h et 6h.;C;La nuit;Le week-end;La nuit des week-end;9073.mp3;;9073
259;Il est indiqué d’arrêter le moteur lorsque l’immobilisation dure;Afin de réduire la consommation et la pollution.;A;Une minute;Dix minutes;Quinze minutes;9074.mp3;;9074
260;Ce signal interdit le passage aux véhicules larges;Ce signal interdit le dépassement, pas l’accès.;B;Vrai;Faux;;9075.mp3;;9075
261;Je dois éteindre mes feux de route et les remplacer par les feux de croisement lorsque;Chiffre à retenir : 50 mètres sauf si vous désirez dépasser.;A;Je suis un autre véhicule à moins de 50 mètres;Je suis un autre véhicule à moins de 100 mètres;Je suis un autre conducteur à moins de 150 mètres;9076.mp3;;9076
262;Ce signal routier signifie;Ce signal est utilisé lorsqu’une seule piste cyclable est utilisée pour les deux sens de trafic des cyclistes.;C;Seuls les cyclistes doivent céder le passage;Céder le passage aux cyclistes uniquement;Céder le passage. Des cyclistes circulent dans les deux sens;9078.mp3;;9078
263;Ce signal routier signifie;Définition du signal : fin de voie prioritaire.;B;Voie prioritaire;Fin de voie prioritaire;Fin de voie prioritaire et début de la règle de priorité de droite;9079.mp3;;9079
264;Il est autorisé de faire demi-tour;Bien que ce signal soit placé à gauche, il rappelle certainement un signal placé à droite.;B;Oui;Non;;9080.mp3;;9080
265;Ce signal routier signifie;Définition du signal : circulation admise dans les deux sens après un tronçon à sens unique.;A;Circulation admise dans les deux sens après un tronçon à sens unique;Priorité de passage sur le sens inverse de trafic;Passage étroit;9081.mp3;;9081
266;Sur une route pavée, la distance nécessaire pour s’arrêter est;Les irrégularités font que la surface de contact entre le pneu et la route est réduite.;A;Plus longue que sur une route asphaltée;Moins longue que sur une route asphaltée;La même que sur une route asphaltée;9082.mp3;;9082
267;La nuit, je dois faire attention car;Avec les feux, vous voyez mieux les autres conducteurs mais il est plus difficile d’estimer les distances.;A;Il est plus difficile d’estimer les distances;Les autres conducteurs risquent de dormir;;9083.mp3;;9083
268;Rond-point. Puis-je dépasser cet autocar ?;Le rond-point est prioritaire donc le dépassement est autorisé.;A;Oui;Non;;9106.mp3;;9106
269;En conduisant fenêtre ouverte, la consommation de carburant augmente;Jusqu’à 3 % à 120 km/h.;A;Oui;Non;;9113.mp3;;9113
270;Je peux équiper mon véhicule de pneus retaillés;Ni à l’avant, ni à l’arrière.;C;Oui, à l’avant;Oui, à l’arrière;Non;9114.mp3;;9114
271;Le liquide de frein sert à;Ce liquide étant incompressible, il permet une transmission instantanée de la pédale aux plaquettes.;C;Lubrifier les freins;Eviter la rouille;Transmettre la pression entre la pédale et les plaquettes;9115.mp3;;9115
272;L’assise du siège est correctement réglée lorsque, en enfonçant la pédale d’embrayage;Pour pouvoir enfoncer rapidement et facilement l’embrayage et éviter, lors d’un accident, que le choc se répercute jusqu’au bassin.;B;La jambe est complètement tendue;La jambe reste fléchie;;9116.mp3;;9116
273;Le premier passage au contrôle technique est obligatoire;Le premier passage doit se faire après quatre années.;C;A l’achat du véhicule;Lorsque le véhicule a 1 ans;Lorsque le véhicule a 4 ans;9117.mp3;;9117
274;Après les vacances, afin de réduire la consommation de carburant, il est indiqué;Tout ce qui réduit l’aérodynamisme augmente la consommation.;B;D’enlever le coffre de toit;D’enlever le coffre de toit et la galerie;Un coffre de toit ou une galerie n’augmente pas la consommation;9119.mp3;;9119
275;Pour conduire, je dois;Vous devez être porteur de votre carte d’identité et du permis de conduire.;B;Etre porteur de mon permis;Etre porteur de mon permis et de ma carte d’identité;Etre titulaire du permis et porteur de ma carte d’identité;9071.mp3;;9071
276;Pour tourner à gauche, j’attends que l’agent me fasse signe;L’agent vous autorise à entrer dans le carrefour. Dans le carrefour, vous pouvez prendre n’importe quelle direction.;B;Oui;Non;;9064.mp3;;9064
277;Accident avec un cycliste. Le cycliste est blessé. Mon premier souci sera;Prendre les mesures nécessaires pour signaler l’accident afin d’éviter un autre accident.;A;De placer le triangle de danger;De m’occuper du blessé;D’avertir les secours;9077.mp3;;9077
278;Pour tourner à droite au carrefour, je commence;Commencez par vérifier le rétro afin de ne pas surprendre un conducteur se trouvant à côté de vous.;A;Par regarder dans le rétroviseur, ensuite j’enclenche l’indicateur de direction;Par enclencher l’indicateur de direction, ensuite je regarde dans le rétroviseur;;9164.mp3;;9164
279;Ce signal routier signifie;Définition du signal.;A;Endroit spécialement fréquenté par des enfants;Passage pour piétons;Céder le passage aux piétons;9121.mp3;;9121
280;Ce signal routier indique un passage à niveau à 150 mètres;Ce signal indique des signaux lumineux de circulation.;B;Oui;Non;;9122.mp3;;9122
281;Après ces signaux routiers, la limitation de vitesse est fixée à;Le signal orange n’indique pas une agglomération mais une localité. Hors agglomération, 90 km/h. (Flandre: 70 km/h).;C;50 km/h;70 km/h;90 km/h;1440.mp3;;1440
282;Sur la chaussée d’une voie prioritaire hors agglomération, il est interdit de;Le stationnement est interdit sur la chaussée d’un voie prioritaire hors agglomération.;B;Faire demi-tour;Stationner;Dépasser;9315.mp3;;9315
283;L’utilisation du disque de stationnement dans une zone de stationnement à durée limitée est normalement obligatoire;Sauf dimanche et jour férié, de 9 h à 18 h, pour maximum 2 heures.;B;De 8 h à 19 h;De 9 h à 18 h;De 10 h à 17 h;9400.mp3;;9400
284;Ce signal routier indique;Définition du signal : virage dangereux;C;Le tracé de la voie prioritaire;L’obligation de tourner à droite;Un virage dangereux;9412.mp3;;9412
285;Pour quitter ce rond point à la deuxième sortie, j’ai priorité sur le cycliste;Principe de la priorité de droite. De plus, vous devez être à droite pour tourner à droite.;B;Oui;Non;;9414.mp3;;9414
286;Pour tourner à gauche dans ce carrefour;Vous devez passer à droite des dispositifs destinés à canaliser la circulation.;A;Je passe à droite de l’îlot;Je passe à gauche de l’îlot;Je tourne avant l’îlot;9415.mp3;;9415
287;Ce signal attire mon attention sur;Définition du signal : débouché sur un quai ou une berge.;C;Un pont mobile;Une piste de détresse;Un quai;9416.mp3;;9416
288;Ce signal m’oblige à emprunter la voie de droite et réserve la voie de gauche au sens inverse;Définition du signal : Passage étroit. Priorité par rapport au sens inverse.;B;Oui;Non;;9418.mp3;;9418
289;En présence d’enfants;Redoubler de prudence.;A;Je redouble de prudence;Je circule à l’allure du pas;Je m’arrête;9419.mp3;;9419
290;Le réglage de l’assise du siège est correct;Jambe légèrement fléchie lorsque l’embrayage est complètement enfoncé.;A;Oui;Non;;9420.mp3;;9420
291;Je peux dépasser ce cycliste par la droite;Interdiction de dépasser par la droite sauf si le cycliste indique son intention de tourner à gauche.;B;Oui;Non;;9421.mp3;;9421
292;Je peux dépasser ce cycliste;Seul le dépassement d’un véhicule large, d'une moto ou d'un cyclo est interdit à l’approche d’un passage ou dans un carrefour.;A;Oui;Non, c’est interdit à l’approche d’un passage pour piétons;Non, c’est interdit dans un carrefour lorsqu’il faut céder le passage;9422.mp3;;9422
293;Les douaniers sont des agents qualifiés;Ils ont notamment le droit de vous arrêter pour un contrôle.;A;Oui;Non;;9423.mp3;;9423
294;L’utilisation d’un système de retenue adapté n’est pas obligatoire lorsque vous transportez vos enfants dans une voiture qui n’est pas la vôtre;L’exception ne vaut que lorsque, occasionnellement, vous transportez un enfant qui n’est pas le vôtre.;B;Vrai;Faux;;9425.mp3;;9425
295;Un coussin rehausseur peut être placé à l’avant;Vous ne devez désactiver l’airbag que pour un siège placé dos à la route.;A;Oui;Oui, si l’airbag est désactivé;Non;9426.mp3;;9426
296;En débouchant d’un chemin de terre;Céder le passage à droite et à gauche.;A;Je cède le passage;Je marque l’arrêt et cède le passage;;9430.mp3;;9430
297;Je peux tourner à droite;Il s’agit d’un trottoir traversant. Vous pouvez le franchir en cédant le passage aux piétons.;A;Oui;Non;;9431.mp3;;9431
298;Idéalement, je vérifie les rétroviseurs au minimum;Vous devez toujours savoir ce qui vous suit. Toutes les 10 secondes au minimum;A;Toutes les 10 secondes;Toutes les 30 secondes;Toutes les deux minutes;9432.mp3;;9432
299;Le véhicule rouge peut rester sur la bande du milieu;Le trafic n’est pas dense. Il doit se rabattre après un dépassement.;B;Oui;Non;;9433.mp3;;9433
300;Cet aménagement est un dispositif surélevé qui interdit l’arrêt et le stationnement et limite la vitesse à 30 km/h;Il s’agit d’un coussin. Coussin, ralentisseur et plateau sont des dispositifs surélevés.;A;Oui;Non;;9434.mp3;;9434
301;Je peux stationner ma camionnette dans ce parking;Ce parking est réservé aux voitures, voitures mixtes et minibus. Il est interdit aux camionnettes.;C;Oui, si la masse en charge est inférieure à 3500 kg;Oui, si la MMA est inférieure à 3500 kg;Non;9438.mp3;;9438
302;Je peux conduire ce véhicule de 12 places avec mon permis B;Vous devez être titulaire d’un permis D1;C;Oui, si je suis âgé de 21 ans;Oui, si je ne transporte pas plus de 8 passagers;Non;9439.mp3;;9439
303;Je bénéficie de la priorité sur le véhicule venant de droite;Vous bénéficiez encore de la priorité durant 75 mètres.;A;Oui;Non;;9440.mp3;;9440
304;Pour stationner dans cette zone, je dois utiliser mon disque de stationnement;Ce signal indique une zone payante et non une zone de stationnement à durée limitée.;B;Oui;Non;;9441.mp3;;9441
305;Autoroute. En cas de panne, alors qu’il n’y a ni accident ni blessé, je peux utiliser la borne d’appel d’urgence;Vous pourrez ainsi joindre un service de dépannage.;A;Oui;Non;;9442.mp3;;9442
306;Ce signal signifie;Lorsque le panneau additionnel indique la longueur d’une section dangereuse, il est complété par deux flèches pointant vers le haut.;B;Succession de virage pendant 750m;Succession de virage à 750m;;9443.mp3;;9443
307;Je peux tourner à gauche;Cette injonction est l’équivalente du feu rouge. Vous devez vous arrêter.;B;Oui;Je dois m'arrêter;;9444.mp3;;9444
308;En circulant à 70 km/h, la distance totale nécessaire pour m’arrêter est d’environ;Le calcul exact est 7 x 3 (réaction) +  7 x 7 (freinage)  = 70 mètres;A;70 mètres;80 mètres;90 mètres;9447.mp3;;9447
309;Ce signal routier m’oblige à céder le passage à droite et à gauche aux cyclistes;Définition du signal : céder le passage à droite. Le panneau additionnel attire votre attention sur le fait que des cyclistes circulent dans les deux sens sur la piste cyclable.;B;Vrai;Faux;;9448.mp3;;9448
310;Ce signal indique le début d’une agglomération;Ce n’est pas un signal routier.;B;Vrai;Faux;;9449.mp3;;9449
311;En dépassant la vitesse autorisée de plus de 15 km/h, je risque un retrait immédiat du permis de conduire;Seulement lorsque vous dépassez la vitesse maximale de plus de 30 km/h. (20 km/h en agglo, zone 30, abord d’école ou zone résidentielle).;B;Oui;Non;;9450.mp3;;9450
312;Les barrières se lèvent. Je peux démarrer;Interdiction de s’engager sur un passage à niveau lorsque les barrières sont fermées ou en mouvement.;B;Oui;Non;;9451.mp3;;9451
313;Pour entrer dans ce rond point, l’usage de l’indicateur de direction de droite est;Vous pouvez indiquer l’entrée d’un rond point et vous devez indiquer la sortie.;B;Obligatoire;Autorisé;Interdit;9452.mp3;;9452
314;Je peux m’immobiliser derrière ce véhicule;Sur une chaussée divisée en bandes, seul le stationnement est interdit.;B;Oui, pour 15 minutes maximum;Oui, pour débarquer un passager;Non;9453.mp3;;9453
315;Dans cette situation, je dois;Redoubler de prudence en présence d’un enfant. Sans passage, il ne bénéficie pas de la priorité pour traverser.;B;M’arrêter;Redoubler de prudence;Me déporter à droite;9458.mp3;;9458
316;Combien de vestes rétro réfléchissantes doivent se trouver à bord de mon véhicule;Une pour le conducteur.;A;Une;Deux;Aucune;9459.mp3;;9459
317;En chargeant mon véhicule je veille à garder, pour le conducteur, une largeur minimale de;Chiffre à retenir : 55 cm pour le conducteur et 40 cm pour les passagers à l’avant.;A;55 cm;65 cm;75 cm;9461.mp3;;9461
318;Je peux stationner au delà de ce signal;La flèche pointant vers le bas indique la fin de la réglementation;A;Oui;Non;;9462.mp3;;9462
319;Ce signal routier signifie;Chute de pierres à 150 mètres, sur une distance de 200 mètres.;A;Chute de pierres à 150 mètres;Projection de gravillons à 200 mètres;Chute de pierres à 200 mètres;9601.mp3;;9601
320;Je peux circuler à 120 km/h;Le muret qui sépare les deux sens de circulation vous autorise à circuler à 120 km/h.;A;Oui;Non;;9602.mp3;;9602
321;Sur cette voie publique, le remorquage à l'aide d'une attache de fortune est autorisé;Il n'est précisé nulle part que vous circulez sur autoroute et route pour automobiles. Le remorquage occasionnel n’est donc pas interdit.;B;Oui, mais je dois la quitter dès que possible;Oui, à 25 km/h maximum;Non;9603.mp3;;9603
322;Sur l’accotement de cette voie prioritaire située hors agglomération;Sur une voie prioritaire hors agglomération, le stationnement est seulement interdit sur la chaussée.;B;Je peux m’arrêter;Je peux m’arrêter et stationner;Je ne peux ni m’arrêter ni stationner;9604.mp3;;9604
323;Quel doit être mon comportement à l’approche d’une ambulance faisant usage de l’avertisseur sonore spécial ?;Dégager afin que l’ambulance puisse passer.;B;Je m’arrête et je cède le passage;Je dégage et je cède le passage;J’allume mes feux de détresse et je m’arrête;9605.mp3;;9605
324;Le conducteur de ce véhicule en panne fait fonctionner les feux de détresse;Vous pouvez utiliser les feux de détresse en plus du triangle, mais pas à la place.;B;C’est suffisant;Il doit également placer son triangle de danger;;9607.mp3;;9607
325;Pour quitter l'autoroute je dois, dans l'ordre;Commencer toujours par surveiller la circulation derrière vous.;C;Clignoter, regarder dans le rétro, ralentir;Ralentir, clignoter, regarder dans le rétro;Regarder dans le rétro, clignoter, ralentir;3405.mp3;;3405
326;Depuis la bande de droite;Par élimination, car vous ne pouvez pas tourner à gauche et vous n’êtes pas obligé de continuer tout droit.;C;Je peux tourner à gauche;Je dois continuer tout droit;Je peux tourner à droite;9610.mp3;;9610
327;Le signal  bordé de rouge m’annonce;Définition du signal.;B;Une voie sans issue;Un passage à niveau;Des travaux sur la chaussée;9609.mp3;;9609
328;Je dois céder le passage à cet autobus qui désire quitter son point d'arrêt;C’est la réponse la plus complète;C;Oui, toujours;Oui, en agglomération;Oui, en agglomération, s’il fait fonctionner l’indicateur de direction de gauche;9611.mp3;;9611
329;L’arrêt est autorisé sur cette chaussée divisée en bandes de circulation;Seul le stationnement est interdit. L'agglomération n'a pas d'influence dans ce cas.;A;Oui;Oui, mais seulement hors agglomération;Non;9612.mp3;;9612
330;Je désire stationner mon véhicule dans cette rue le 15 juin à 21 heures;Le signal de dessus accompagné d'une flèche dirigée vers le bas indique la fin d'une interdiction de stationnement, et le signal du bas indique le début d’une interdiction de stationner du 16 au 31. Le 15 à 21 heures, nous sommes déjà le 16 pour le code d;C;C'est autorisé uniquement en deçà des signaux;C'est autorisé uniquement au-delà des signaux;C'est interdit;9613.mp3;;9613
331;Ce signal signifie;Définition du signal.;B;Débouché sur un quai ou une berge;Pont mobile;Passage à niveau avec barrières;9614.mp3;;9614
332;Les riverains;Le panneau additionnel concerne l’usage du disque de stationnement;B;Peuvent stationner de ce côté du 1er au 15 du mois;Ne doivent pas utiliser le disque de stationnement;Ne peuvent pas stationner dans cette rue;9615.mp3;;9615
333;La ligne blanche peinte sur la bordure sert à;C'est la ligne jaune discontinue qui interdit le stationnement;C;Interdire l'arrêt;Interdire le stationnement, mais pas l'arrêt;Mettre la bordure en évidence, sans plus;9616.mp3;;9616
334;Le premier virage dangereux est;Le signal de danger est placé 150 m avant le danger.;A;A environ 150 mètres;A proximité immédiate;A environ 4 km;9617.mp3;;9617
335;Un enfant peut être transporté sans système de retenue;Chiffre à retenir : 1,35 mètres.;B;Oui;Oui, s’il mesure plus de 1,35 mètres;Oui, s’il mesure plus de 1, 50 mètres;9618.mp3;;9618
336;Je peux stationner à droite, derrière le véhicule rouge;Le stationnement est interdit lorsque la chaussée est divisée en bandes de circulation;B;Oui;Non;;9619.mp3;;9619
337;La limitation de vitesse est d’application pendant 800 mètres environ;A partir du signal, jusqu'au prochain carrefour. Le panneau additionnel bleu ne concerne que le signal du bas.;B;Oui;Non;;9620.mp3;;9620
338;Malgré ce signal, quels usagers sont-ils admis à emprunter cette voie publique ?;Le signal signifie : accès interdit aux conducteurs de véhicules larges à moteur et aux motocyclettes.;B;Les conducteurs de tracteurs agricoles;Les conducteurs de véhicules attelés;Les conducteurs de motocyclettes avec side-car;9621.mp3;;9621
339;Je peux emprunter cette rue pour y stationner;Ce signal interdit l’accès.;C;Oui;Oui, si j’habite dans cette rue;Non;9635.mp3;;9635
340;Dans cette situation;Il n'existe pas de droit à l'accident, et un écart à gauche n’est pas suffisant si cette voiture continue à avancer.;B;Je poursuis ma route car j'ai la priorité;Je freine et me signale;Je fais un écart à gauche pour éviter cette voiture;9623.mp3;;9623
341;Ce signal m’indique une montée à forte inclinaison;Définition du signal : descente dangereuse;B;Oui;Non;;9624.mp3;;9624
342;Je peux dépasser le conducteur qui me précède;Le dépassement n’est pas interdit sur les cassis ou dos d’âne. Seulement sur les dispositifs surélevés.;A;Oui;Non;;9626.mp3;;9626
343;Les barrières se ferment. Je dois arrêter mon moteur;Obligatoire dès que l’immobilisation dure plus de 1 minute;A;Oui;Non;;9628.mp3;;9628
344;Ces emplacements de stationnement sont réservés;La personnes handicapées qui ne disposent pas d'un permis de conduire peut se faire conduire par une tierce personne et bénéficier de ces emplacements réservés.;B;Aux véhicules conduits par des personnes handicapées;Aux véhicules utilisés par des personnes handicapées;Aux véhicules aménagés pour les personnes handicapées;9629.mp3;;9629
345;Le stationnement est autorisé devant le signal routier;Le signal bleu réserve le stationnement aux voitures et aux motos. En deçà, sur l'accotement de plain pied, il est autorisé pour tous les véhicules.;A;Oui;Oui, mais hors agglomération uniquement;Oui, mais en agglomération uniquement;9630.mp3;;9630
346;Ce signal routier indique la fin de l’interdiction de faire demi-tour;Début de l’interdiction, et non la fin.;B;Oui;Non;;9633.mp3;;9633
347;Je peux dépasser cette voiture;N’oubliez pas la ligne blanche continue.;B;Oui;Non;;9634.mp3;;9634
348;A cet endroit, avant de céder le passage, je dois toujours marquer l’arrêt;Avec ou sans ligne d'arrêt. Aucune excuse, c'est écrit sur le signal;A;Oui;Non, si aucun véhicule n’est en vue;Non, car il n’y a pas de ligne d’arrêt;9637.mp3;;9637
349;Je désire tourner à gauche.  Je dois céder le passage au camion;Priorité de droite.Le changement de direction n'influence pas les règles de priorité.;B;Oui;Non;;9638.mp3;;9638
350;Je peux passer sous le pont sans attendre;Ne pas ignorer le feu rouge à votre droite.;C;Oui, prudemment;Oui, si aucun conducteur ne vient en sens inverse;Non;9639.mp3;;9639
351;Depuis la bande de gauche;J'ai le choix entre continuer tout droit ou tourner à gauche.;C;Je peux tourner à droite;Je dois continuer tout droit;Je peux tourner à gauche;9640.mp3;;9640
352;Je peux ranger mon véhicule à droite sur cet accotement en saillie situé hors agglomération;Hors agglomération, arrêt et stationnement peuvent se faire sur tout accotement. Prenez cependant garde de ne pas masquer le signal placé à moins de 2 m du sol. Vous devez donc vous ranger après le signal.;B;Oui, devant le signal routier;Oui, après le signal routier;Non, je dois me ranger sur la chaussée;9641.mp3;;9641
353;Par temps de brouillard réduisant la visibilité à 75 mètres environ, l’usage des feux de brouillard avant est;Les feux de brouillard avant sont facultatifs. L’usage n'est donc jamais obligatoire.;A;Autorisé;Obligatoire;Interdit;9654.mp3;;9654
354;Sur la bande centrale d’une autoroute, la vitesse minimale est fixée à;70 km/h minimum, quelle que soit la bande.;A;70 km/h;80 km/h;90 km/h;9660.mp3;;9660
355;Ce signal routier indique un passage à niveau à deux ou plusieurs voies à proximité immédiate;Définition du signal;A;Oui;Non;;9661.mp3;;9661
356;En attendant le passage du train, je peux utiliser mon GSM en le tenant à la main;Seulement à l’arrêt ou en stationnement.;B;Oui;Non;;9685.mp3;;9685
357;Pour tourner à gauche, à proximité immédiate du carrefour;L'utilisation de la bande BUS est obligatoire pour changer de direction.;B;Je peux me placer dans la bande « Bus »;Je dois me placer dans la bande « Bus »;Je reste sur la bande de droite;9668.mp3;;9668
358;Sur cette chaussée, après 20h, il est autorisé de stationner des deux côtés;Le stationnement n’est possible des deux côtés que le dernier jour de chaque période entre 19h30 et 20h.;B;Oui;Non;;9686.mp3;;9686
359;Pour faciliter mes allées et venues pendant le dépannage de mon véhicule en panne, je peux laisser la portière ouverte;Autorisé à condition de ne pas gêner les autres usagers;B;Oui;Oui, si je ne gêne ni ne mets aucun autre usager en danger;Non;9684.mp3;;9684
360;Au-delà du signal;Le dessin parle de lui-même.;B;Le stationnement est obligatoire sur l'accotement en saillie;Le stationnement est interdit sur l'accotement en saillie;Le stationnement est réservé aux deux roues;9682.mp3;;9682
361;Je suis correctement placé pour tourner à droite;Vous circulez sur la bande d’arrêt d’urgence d’une autoroute.;B;Oui;Non;;9667.mp3;;9667
362;L’age minimal pour conduire une voiture dont la puissance excède 150 kW est fixé à;18 ans quelle que soit la puissance.;A;18 ans;21 ans;21;9674.mp3;;9674
363;Je peux emprunter le raccordement transversal pour faire demi-tour;Ce n’est interdit que sur autoroute ou route pour automobiles.;A;Oui;Non;;9675.mp3;;9675
364;Ce signal routier interdit l’accès aux piétons;Définition du signal : fin de zone résidentielle.;B;Oui;Non;;9676.mp3;;9676
